N,P,K,SoilType,Season,PreviousCrop,Crop,RequiredNutrient
53,30,15,Black,Kharif,Rice,Rice,Potassium
39,72,27,Sandy,Summer,Barley,Barley,Potassium
22,32,13,Sandy,Summer,Chickpea,Chickpea,Potassium
18,29,52,Black,Summer,Wheat,Wheat,Nitrogen
33,26,36,Sandy,Rabi,Maize,Maize,Phosphorus
52,31,36,Clay,Summer,Groundnut,Groundnut,Phosphorus
37,68,60,Clay,Kharif,Pulses,Pulses,Nitrogen
43,74,55,Clay,Kharif,Potato,Potato,Nitrogen
70,70,41,Clay,Kharif,Wheat,Wheat,None
10,80,19,Clay,Rabi,Sunflower,Sunflower,Nitrogen
38,74,44,Red,Kharif,Pulses,Pulses,Nitrogen
42,57,46,Black,Kharif,Soybean,Soybean,Nitrogen
15,13,19,Red,Kharif,Onion,Onion,Phosphorus
59,76,7,Black,Rabi,Rice,Rice,Potassium
59,50,50,Sandy,Summer,Sorghum,Sorghum,Phosphorus
70,43,35,Sandy,Kharif,Chickpea,Chickpea,Potassium
17,63,24,Red,Kharif,Millet,Millet,Nitrogen
13,34,29,Black,Rabi,Millet,Millet,Nitrogen
74,27,8,Sandy,Kharif,Rice,Rice,Potassium
73,66,41,Red,Kharif,Onion,Onion,None
60,76,20,Clay,Kharif,Wheat,Wheat,Potassium
48,75,24,Red,Rabi,Sunflower,Sunflower,Potassium
75,55,14,Black,Rabi,Rice,Rice,Potassium
55,79,34,Red,Summer,Rice,Rice,Potassium
14,18,56,Clay,Kharif,Sunflower,Sunflower,Nitrogen
29,18,31,Black,Kharif,Millet,Millet,Phosphorus
29,48,25,Sandy,Summer,Rice,Rice,Potassium
58,15,12,Sandy,Rabi,Millet,Millet,Potassium
21,47,29,Black,Rabi,Soybean,Soybean,Nitrogen
15,19,57,Black,Rabi,Cotton,Cotton,Nitrogen
49,27,15,Sandy,Summer,Wheat,Wheat,Potassium
68,71,26,Clay,Rabi,Maize,Maize,Potassium
27,37,53,Sandy,Summer,Barley,Barley,Nitrogen
79,26,45,Red,Kharif,Groundnut,Groundnut,Phosphorus
23,22,53,Black,Kharif,Pulses,Pulses,Phosphorus
29,28,60,Red,Summer,Sunflower,Sunflower,Phosphorus
70,79,31,Black,Rabi,Chickpea,Chickpea,Potassium
80,67,22,Red,Kharif,Sorghum,Sorghum,Potassium
51,43,8,Red,Kharif,Millet,Millet,Potassium
74,23,9,Sandy,Kharif,Maize,Maize,Potassium
40,79,15,Clay,Rabi,Groundnut,Groundnut,Potassium
22,33,18,Black,Kharif,Cotton,Cotton,Potassium
70,27,45,Sandy,Rabi,Maize,Maize,Phosphorus
17,19,53,Sandy,Summer,Maize,Maize,Nitrogen
24,53,7,Black,Kharif,Millet,Millet,Potassium
15,42,46,Black,Kharif,Maize,Maize,Nitrogen
65,26,39,Red,Summer,Pulses,Pulses,Phosphorus
16,57,7,Clay,Kharif,Sugarcane,Sugarcane,Potassium
69,34,58,Sandy,Rabi,Onion,Onion,Phosphorus
79,13,6,Sandy,Summer,Millet,Millet,Potassium
12,12,41,Sandy,Summer,Tomato,Tomato,Nitrogen
50,56,28,Clay,Rabi,Tomato,Tomato,Potassium
66,44,12,Clay,Rabi,Soybean,Soybean,Potassium
31,60,13,Sandy,Kharif,Barley,Barley,Potassium
46,70,30,Sandy,Rabi,Groundnut,Groundnut,Potassium
49,62,53,Clay,Rabi,Sunflower,Sunflower,Nitrogen
77,54,32,Black,Rabi,Sugarcane,Sugarcane,Potassium
50,58,29,Sandy,Summer,Wheat,Wheat,Potassium
78,30,47,Black,Summer,Potato,Potato,Phosphorus
51,32,36,Clay,Kharif,Millet,Millet,Phosphorus
43,20,27,Clay,Rabi,Soybean,Soybean,Phosphorus
79,72,25,Sandy,Rabi,Onion,Onion,Potassium
45,57,41,Black,Rabi,Groundnut,Groundnut,Potassium
47,24,34,Red,Summer,Sorghum,Sorghum,Phosphorus
61,15,47,Clay,Summer,Sunflower,Sunflower,Phosphorus
75,21,13,Red,Kharif,Sorghum,Sorghum,Potassium
35,78,57,Red,Kharif,Chickpea,Chickpea,Nitrogen
11,71,27,Black,Kharif,Groundnut,Groundnut,Nitrogen
16,20,23,Sandy,Summer,Rice,Rice,Nitrogen
59,51,43,Sandy,Summer,Sunflower,Sunflower,None
10,29,60,Red,Rabi,Maize,Maize,Nitrogen
77,49,31,Black,Rabi,Rice,Rice,Potassium
48,39,14,Red,Summer,Tomato,Tomato,Potassium
80,33,42,Sandy,Summer,Wheat,Wheat,Phosphorus
40,72,7,Red,Rabi,Rice,Rice,Potassium
55,51,53,Black,Summer,Potato,Potato,None
44,37,14,Clay,Kharif,Rice,Rice,Potassium
66,14,21,Sandy,Rabi,Sugarcane,Sugarcane,Phosphorus
13,71,8,Clay,Rabi,Tomato,Tomato,Potassium
48,32,25,Sandy,Summer,Groundnut,Groundnut,Potassium
31,65,52,Sandy,Kharif,Millet,Millet,Nitrogen
34,77,43,Black,Rabi,Pulses,Pulses,Nitrogen
45,53,50,Clay,Summer,Sunflower,Sunflower,Nitrogen
63,46,58,Black,Summer,Rice,Rice,Phosphorus
48,48,11,Clay,Summer,Pulses,Pulses,Potassium
73,34,8,Black,Rabi,Onion,Onion,Potassium
16,44,38,Black,Summer,Maize,Maize,Nitrogen
61,44,19,Red,Rabi,Sugarcane,Sugarcane,Potassium
37,80,9,Clay,Rabi,Pulses,Pulses,Potassium
37,18,36,Sandy,Kharif,Soybean,Soybean,Phosphorus
57,68,60,Sandy,Summer,Potato,Potato,None
72,74,44,Sandy,Rabi,Barley,Barley,None
49,57,33,Red,Rabi,Cotton,Cotton,Potassium
75,48,24,Black,Rabi,Groundnut,Groundnut,Potassium
72,38,60,Black,Summer,Sorghum,Sorghum,Phosphorus
34,45,55,Black,Rabi,Cotton,Cotton,Nitrogen
66,11,55,Clay,Kharif,Sugarcane,Sugarcane,Phosphorus
18,46,23,Black,Kharif,Potato,Potato,Nitrogen
13,44,11,Black,Summer,Sunflower,Sunflower,Potassium
40,36,39,Black,Summer,Pulses,Pulses,Phosphorus
79,50,34,Black,Summer,Maize,Maize,Potassium
22,46,36,Clay,Kharif,Barley,Barley,Nitrogen
39,26,44,Sandy,Rabi,Sugarcane,Sugarcane,Phosphorus
80,15,36,Black,Rabi,Cotton,Cotton,Phosphorus
29,39,46,Sandy,Summer,Maize,Maize,Nitrogen
32,51,54,Black,Summer,Soybean,Soybean,Nitrogen
64,70,56,Black,Rabi,Wheat,Wheat,None
22,68,57,Black,Rabi,Cotton,Cotton,Nitrogen
13,12,35,Red,Kharif,Potato,Potato,Phosphorus
30,56,7,Clay,Summer,Sunflower,Sunflower,Potassium
33,29,38,Sandy,Kharif,Sorghum,Sorghum,Phosphorus
70,12,51,Black,Kharif,Cotton,Cotton,Phosphorus
43,38,26,Clay,Rabi,Soybean,Soybean,Potassium
64,77,12,Clay,Summer,Onion,Onion,Potassium
52,32,54,Sandy,Kharif,Cotton,Cotton,Phosphorus
78,68,29,Black,Summer,Sorghum,Sorghum,Potassium
41,31,53,Red,Summer,Rice,Rice,Phosphorus
20,26,51,Clay,Kharif,Cotton,Cotton,Nitrogen
43,20,15,Clay,Summer,Tomato,Tomato,Potassium
49,43,56,Sandy,Summer,Cotton,Cotton,Phosphorus
41,78,8,Sandy,Kharif,Millet,Millet,Potassium
46,30,21,Black,Rabi,Barley,Barley,Potassium
28,66,7,Sandy,Summer,Pulses,Pulses,Potassium
76,21,7,Red,Kharif,Cotton,Cotton,Potassium
34,48,23,Black,Kharif,Barley,Barley,Potassium
74,41,48,Sandy,Kharif,Tomato,Tomato,Phosphorus
76,53,35,Sandy,Kharif,Tomato,Tomato,Potassium
58,20,30,Clay,Summer,Tomato,Tomato,Phosphorus
28,12,14,Clay,Rabi,Chickpea,Chickpea,Phosphorus
48,45,55,Clay,Kharif,Wheat,Wheat,Phosphorus
31,38,30,Clay,Kharif,Sorghum,Sorghum,Potassium
73,63,17,Red,Kharif,Sugarcane,Sugarcane,Potassium
43,25,21,Red,Rabi,Wheat,Wheat,Potassium
46,10,12,Red,Summer,Rice,Rice,Phosphorus
67,60,30,Sandy,Summer,Barley,Barley,Potassium
21,27,14,Clay,Rabi,Tomato,Tomato,Potassium
19,61,20,Black,Summer,Rice,Rice,Nitrogen
32,29,39,Sandy,Rabi,Wheat,Wheat,Phosphorus
25,71,34,Red,Rabi,Tomato,Tomato,Nitrogen
76,26,7,Sandy,Kharif,Onion,Onion,Potassium
16,32,32,Sandy,Rabi,Millet,Millet,Nitrogen
75,61,54,Red,Summer,Rice,Rice,None
33,32,5,Clay,Summer,Chickpea,Chickpea,Potassium
24,19,60,Clay,Kharif,Maize,Maize,Phosphorus
69,53,60,Red,Summer,Tomato,Tomato,None
16,61,44,Clay,Rabi,Rice,Rice,Nitrogen
25,41,20,Red,Summer,Barley,Barley,Potassium
54,19,32,Red,Kharif,Onion,Onion,Phosphorus
58,30,5,Red,Kharif,Wheat,Wheat,Potassium
22,32,12,Black,Rabi,Tomato,Tomato,Potassium
39,45,23,Red,Summer,Sorghum,Sorghum,Potassium
48,25,43,Clay,Summer,Soybean,Soybean,Phosphorus
35,26,17,Clay,Rabi,Onion,Onion,Potassium
24,80,27,Black,Summer,Rice,Rice,Nitrogen
38,20,29,Red,Kharif,Pulses,Pulses,Phosphorus
38,36,58,Red,Rabi,Barley,Barley,Phosphorus
21,37,56,Sandy,Rabi,Sunflower,Sunflower,Nitrogen
70,66,25,Sandy,Summer,Potato,Potato,Potassium
45,52,30,Sandy,Summer,Potato,Potato,Potassium
73,17,37,Clay,Kharif,Onion,Onion,Phosphorus
49,50,58,Sandy,Kharif,Rice,Rice,Nitrogen
53,37,59,Black,Rabi,Groundnut,Groundnut,Phosphorus
41,46,53,Clay,Summer,Barley,Barley,Nitrogen
76,75,32,Red,Kharif,Tomato,Tomato,Potassium
34,50,28,Clay,Kharif,Onion,Onion,Potassium
53,12,20,Sandy,Rabi,Maize,Maize,Phosphorus
44,63,49,Black,Summer,Millet,Millet,Nitrogen
60,55,23,Black,Rabi,Chickpea,Chickpea,Potassium
17,68,19,Red,Rabi,Pulses,Pulses,Nitrogen
29,37,5,Sandy,Rabi,Chickpea,Chickpea,Potassium
40,47,60,Clay,Kharif,Cotton,Cotton,Nitrogen
53,25,10,Sandy,Rabi,Millet,Millet,Potassium
63,63,46,Black,Kharif,Wheat,Wheat,None
48,49,36,Clay,Kharif,Tomato,Tomato,Potassium
56,12,20,Clay,Summer,Sugarcane,Sugarcane,Phosphorus
62,33,48,Sandy,Rabi,Barley,Barley,Phosphorus
72,73,16,Sandy,Rabi,Wheat,Wheat,Potassium
39,62,60,Clay,Kharif,Wheat,Wheat,Nitrogen
11,44,14,Black,Kharif,Barley,Barley,Nitrogen
36,23,51,Sandy,Kharif,Pulses,Pulses,Phosphorus
27,59,21,Red,Kharif,Sunflower,Sunflower,Potassium
47,35,47,Sandy,Rabi,Soybean,Soybean,Phosphorus
78,37,43,Sandy,Rabi,Rice,Rice,Phosphorus
54,47,19,Black,Summer,Millet,Millet,Potassium
23,14,52,Clay,Rabi,Potato,Potato,Phosphorus
39,68,21,Black,Kharif,Millet,Millet,Potassium
61,50,53,Sandy,Summer,Millet,Millet,Phosphorus
80,23,24,Sandy,Rabi,Sunflower,Sunflower,Phosphorus
46,63,11,Clay,Rabi,Maize,Maize,Potassium
16,24,38,Clay,Rabi,Cotton,Cotton,Nitrogen
45,54,56,Clay,Rabi,Sorghum,Sorghum,Nitrogen
65,69,14,Sandy,Summer,Onion,Onion,Potassium
66,47,27,Red,Summer,Sorghum,Sorghum,Potassium
75,32,51,Sandy,Summer,Chickpea,Chickpea,Phosphorus
16,59,40,Clay,Summer,Sugarcane,Sugarcane,Nitrogen
24,51,44,Black,Kharif,Wheat,Wheat,Nitrogen
78,12,30,Sandy,Rabi,Pulses,Pulses,Phosphorus
79,55,15,Clay,Rabi,Pulses,Pulses,Potassium
33,65,29,Red,Summer,Millet,Millet,Potassium
50,11,44,Clay,Kharif,Potato,Potato,Phosphorus
19,71,29,Clay,Summer,Potato,Potato,Nitrogen
62,15,40,Black,Rabi,Wheat,Wheat,Phosphorus
52,67,24,Black,Kharif,Chickpea,Chickpea,Potassium
12,50,15,Red,Rabi,Sugarcane,Sugarcane,Nitrogen
34,78,32,Sandy,Kharif,Potato,Potato,Potassium
41,27,49,Black,Rabi,Tomato,Tomato,Phosphorus
47,15,12,Red,Kharif,Groundnut,Groundnut,Potassium
36,59,42,Sandy,Rabi,Wheat,Wheat,Nitrogen
50,19,8,Black,Summer,Chickpea,Chickpea,Potassium
67,42,25,Sandy,Summer,Sugarcane,Sugarcane,Potassium
24,16,59,Black,Summer,Chickpea,Chickpea,Phosphorus
27,44,21,Clay,Summer,Chickpea,Chickpea,Potassium
72,76,18,Clay,Kharif,Potato,Potato,Potassium
40,69,40,Clay,Rabi,Wheat,Wheat,Nitrogen
60,47,24,Black,Kharif,Groundnut,Groundnut,Potassium
25,34,49,Black,Kharif,Barley,Barley,Nitrogen
40,42,36,Clay,Kharif,Soybean,Soybean,Potassium
25,51,39,Red,Kharif,Millet,Millet,Nitrogen
53,55,43,Red,Kharif,Pulses,Pulses,None
36,46,14,Black,Kharif,Barley,Barley,Potassium
48,33,39,Sandy,Kharif,Sorghum,Sorghum,Phosphorus
63,56,10,Clay,Summer,Groundnut,Groundnut,Potassium
30,42,26,Clay,Summer,Barley,Barley,Potassium
63,49,45,Clay,Summer,Sunflower,Sunflower,Potassium
77,15,13,Red,Kharif,Cotton,Cotton,Potassium
56,77,57,Red,Summer,Cotton,Cotton,None
10,23,38,Black,Summer,Barley,Barley,Nitrogen
67,18,52,Red,Summer,Potato,Potato,Phosphorus
60,71,33,Red,Rabi,Wheat,Wheat,Potassium
33,66,25,Clay,Rabi,Tomato,Tomato,Potassium
54,60,23,Sandy,Summer,Sunflower,Sunflower,Potassium
18,29,21,Sandy,Kharif,Groundnut,Groundnut,Nitrogen
28,41,52,Red,Kharif,Millet,Millet,Nitrogen
